song_id,song_name,artist_name,genre,album_name,user_rating,year,popularity,song_url,song_image_url,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
6LVYBlYJ4pezcfk7V8Tttk,Chand Chhupa Badal Mein,Udit Narayan,Bollywood,Hum Dil De Chuke Sanam,,1999,59,https://open.spotify.com/track/6LVYBlYJ4pezcfk7V8Tttk,https://i.scdn.co/image/ab67616d0000b273d8ea7a41af1775559b857d68,0.402,0.61,11.0,-9.509,0.0,0.141,0.368,0.0,0.109,0.463,86.248,audio_features,6LVYBlYJ4pezcfk7V8Tttk,spotify:track:6LVYBlYJ4pezcfk7V8Tttk,https://api.spotify.com/v1/tracks/6LVYBlYJ4pezcfk7V8Tttk,https://api.spotify.com/v1/audio-analysis/6LVYBlYJ4pezcfk7V8Tttk,347013.0,4.0
5MHqNesgY5VngoCITqsZGh,Dholi Taro Dhol Baaje,Kavita Krishnamurthy,Bollywood,Hum Dil De Chuke Sanam,,1999,49,https://open.spotify.com/track/5MHqNesgY5VngoCITqsZGh,https://i.scdn.co/image/ab67616d0000b273d8ea7a41af1775559b857d68,0.634,0.968,11.0,-6.105,1.0,0.31,0.34,2.29e-05,0.626,0.523,136.144,audio_features,5MHqNesgY5VngoCITqsZGh,spotify:track:5MHqNesgY5VngoCITqsZGh,https://api.spotify.com/v1/tracks/5MHqNesgY5VngoCITqsZGh,https://api.spotify.com/v1/audio-analysis/5MHqNesgY5VngoCITqsZGh,375293.0,4.0
5mhuZ0inchJ2JimeGZInfB,Aankhon Ki Gustakhiyan,Kumar Sanu,Bollywood,Hum Dil De Chuke Sanam,,1999,54,https://open.spotify.com/track/5mhuZ0inchJ2JimeGZInfB,https://i.scdn.co/image/ab67616d0000b273d8ea7a41af1775559b857d68,0.557,0.511,1.0,-9.297,0.0,0.0544,0.525,5.78e-05,0.137,0.543,178.11,audio_features,5mhuZ0inchJ2JimeGZInfB,spotify:track:5mhuZ0inchJ2JimeGZInfB,https://api.spotify.com/v1/tracks/5mhuZ0inchJ2JimeGZInfB,https://api.spotify.com/v1/audio-analysis/5mhuZ0inchJ2JimeGZInfB,303173.0,3.0
4a3AzCVuHiiXN6PmxpNegB,Banke Tera Jogi,Jatin-Lalit,Bollywood,Phir Bhi Dil Hai Hindustani (Original Motion Picture Soundtrack),,1999,50,https://open.spotify.com/track/4a3AzCVuHiiXN6PmxpNegB,https://i.scdn.co/image/ab67616d0000b273ea07c69b16f11f7e0c09c9e1,0.765,0.831,1.0,-6.792,1.0,0.109,0.103,0.0,0.0649,0.837,99.146,audio_features,4a3AzCVuHiiXN6PmxpNegB,spotify:track:4a3AzCVuHiiXN6PmxpNegB,https://api.spotify.com/v1/tracks/4a3AzCVuHiiXN6PmxpNegB,https://api.spotify.com/v1/audio-analysis/4a3AzCVuHiiXN6PmxpNegB,283760.0,4.0
1gdWDwF6vCUg0dkZ06f6b4,Nimbooda,Kavita Krishnamurthy,Bollywood,Hum Dil De Chuke Sanam,,1999,44,https://open.spotify.com/track/1gdWDwF6vCUg0dkZ06f6b4,https://i.scdn.co/image/ab67616d0000b273d8ea7a41af1775559b857d68,0.76,0.829,5.0,-7.296,0.0,0.0705,0.163,0.0172,0.0321,0.861,112.071,audio_features,1gdWDwF6vCUg0dkZ06f6b4,spotify:track:1gdWDwF6vCUg0dkZ06f6b4,https://api.spotify.com/v1/tracks/1gdWDwF6vCUg0dkZ06f6b4,https://api.spotify.com/v1/audio-analysis/1gdWDwF6vCUg0dkZ06f6b4,384320.0,4.0
0898lqIxzKWzUZxb5zT7C9,Chaand Taare,Abhijeet,Bollywood,Yes Boss (Original Motion Picture Soundtrack),,1999,54,https://open.spotify.com/track/0898lqIxzKWzUZxb5zT7C9,https://i.scdn.co/image/ab67616d0000b2730f0e4b68ed5159c70422c18f,0.677,0.444,7.0,-14.141,1.0,0.0456,0.137,1.31e-06,0.113,0.613,91.798,audio_features,0898lqIxzKWzUZxb5zT7C9,spotify:track:0898lqIxzKWzUZxb5zT7C9,https://api.spotify.com/v1/tracks/0898lqIxzKWzUZxb5zT7C9,https://api.spotify.com/v1/audio-analysis/0898lqIxzKWzUZxb5zT7C9,289373.0,4.0
5fq7CGNYZKJm38HbLwMg9h,Ek Din Aap,Kumar Sanu,Bollywood,Yes Boss (Original Motion Picture Soundtrack),,1999,59,https://open.spotify.com/track/5fq7CGNYZKJm38HbLwMg9h,https://i.scdn.co/image/ab67616d0000b2730f0e4b68ed5159c70422c18f,0.462,0.375,4.0,-13.184,1.0,0.0309,0.642,0.0,0.189,0.612,145.35,audio_features,5fq7CGNYZKJm38HbLwMg9h,spotify:track:5fq7CGNYZKJm38HbLwMg9h,https://api.spotify.com/v1/tracks/5fq7CGNYZKJm38HbLwMg9h,https://api.spotify.com/v1/audio-analysis/5fq7CGNYZKJm38HbLwMg9h,266067.0,3.0
0zFG3RWjka7dNRIRTWnXMN,Yaaron,KK,Bollywood,Pal,,1999,50,https://open.spotify.com/track/0zFG3RWjka7dNRIRTWnXMN,https://i.scdn.co/image/ab67616d0000b273c5c21792c40b47fa10d13f37,0.64,0.498,5.0,-8.241,1.0,0.0289,0.733,7.33e-06,0.136,0.207,113.895,audio_features,0zFG3RWjka7dNRIRTWnXMN,spotify:track:0zFG3RWjka7dNRIRTWnXMN,https://api.spotify.com/v1/tracks/0zFG3RWjka7dNRIRTWnXMN,https://api.spotify.com/v1/audio-analysis/0zFG3RWjka7dNRIRTWnXMN,268867.0,4.0
3p2n1UTPBc5RdQY9X94Xpg,Aur Kya,Jatin-Lalit,Bollywood,Phir Bhi Dil Hai Hindustani (Original Motion Picture Soundtrack),,1999,51,https://open.spotify.com/track/3p2n1UTPBc5RdQY9X94Xpg,https://i.scdn.co/image/ab67616d0000b273ea07c69b16f11f7e0c09c9e1,0.632,0.682,10.0,-6.956,1.0,0.0305,0.459,0.000602,0.0909,0.775,119.032,audio_features,3p2n1UTPBc5RdQY9X94Xpg,spotify:track:3p2n1UTPBc5RdQY9X94Xpg,https://api.spotify.com/v1/tracks/3p2n1UTPBc5RdQY9X94Xpg,https://api.spotify.com/v1/audio-analysis/3p2n1UTPBc5RdQY9X94Xpg,303733.0,4.0
6GWchpKWsKkwR6jcl0yG6V,Pyaar Ke Pal,KK,Bollywood,Pal,,1999,53,https://open.spotify.com/track/6GWchpKWsKkwR6jcl0yG6V,https://i.scdn.co/image/ab67616d0000b273c5c21792c40b47fa10d13f37,0.599,0.135,4.0,-12.376,1.0,0.0308,0.845,2.43e-05,0.11,0.168,122.107,audio_features,6GWchpKWsKkwR6jcl0yG6V,spotify:track:6GWchpKWsKkwR6jcl0yG6V,https://api.spotify.com/v1/tracks/6GWchpKWsKkwR6jcl0yG6V,https://api.spotify.com/v1/audio-analysis/6GWchpKWsKkwR6jcl0yG6V,359373.0,3.0
